|dates|Clark_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clark_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clark_Arkansas_UnitedStates.Male_Total_Population.data|Clark_Arkansas_UnitedStates.Male_Total_Population.missing|Clark_Arkansas_UnitedStates.Female_Total_Population.data|Clark_Arkansas_UnitedStates.Female_Total_Population.missing|Clark_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Clark_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3687.0|0|10452.0|0|11609.0|0|4184.0|0
