|dates|Henderson_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Henderson_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Henderson_NorthCarolina_UnitedStates.Male_Total_Population.data|Henderson_NorthCarolina_UnitedStates.Male_Total_Population.missing|Henderson_NorthCarolina_UnitedStates.Female_Total_Population.data|Henderson_NorthCarolina_UnitedStates.Female_Total_Population.missing|Henderson_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Henderson_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|30074.0|0|56031.0|0|60717.0|0|22070.0|0
