|dates|RioBlanco_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|RioBlanco_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|RioBlanco_Colorado_UnitedStates.Male_Total_Population.data|RioBlanco_Colorado_UnitedStates.Male_Total_Population.missing|RioBlanco_Colorado_UnitedStates.Female_Total_Population.data|RioBlanco_Colorado_UnitedStates.Female_Total_Population.missing|RioBlanco_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|RioBlanco_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|985.0|0|3237.0|0|3099.0|0|1506.0|0
