|dates|Dutchess_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Dutchess_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Dutchess_NewYork_UnitedStates.Male_Total_Population.data|Dutchess_NewYork_UnitedStates.Male_Total_Population.missing|Dutchess_NewYork_UnitedStates.Female_Total_Population.data|Dutchess_NewYork_UnitedStates.Female_Total_Population.missing|Dutchess_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Dutchess_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|51633.0|0|146277.0|0|147441.0|0|55149.0|0
