|dates|Clay_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clay_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clay_Nebraska_UnitedStates.Male_Total_Population.data|Clay_Nebraska_UnitedStates.Male_Total_Population.missing|Clay_Nebraska_UnitedStates.Female_Total_Population.data|Clay_Nebraska_UnitedStates.Female_Total_Population.missing|Clay_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Clay_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1262.0|0|3190.0|0|3024.0|0|1533.0|0
