|dates|Hernando_Florida_UnitedStates.BLS_EmployedPopulation.data|Hernando_Florida_UnitedStates.BLS_EmployedPopulation.missing|Hernando_Florida_UnitedStates.BLS_UnemployedPopulation.data|Hernando_Florida_UnitedStates.BLS_UnemployedPopulation.missing|Hernando_Florida_UnitedStates.BLS_UnemploymentRate.data|Hernando_Florida_UnitedStates.BLS_UnemploymentRate.missing|Hernando_Florida_UnitedStates.BLS_LaborForcePopulation.data|Hernando_Florida_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|69509.5|0|3254.0|0|4.472022373855023|0|72763.5|0
0|2020-01-02|69509.5|0|3254.0|0|4.472022373855023|0|72763.5|0
0|2020-01-03|69509.5|0|3254.0|0|4.472022373855023|0|72763.5|0
0|2020-01-04|69509.5|0|3254.0|0|4.472022373855023|0|72763.5|0
0|2020-01-05|69509.5|0|3254.0|0|4.472022373855023|0|72763.5|0
0|2020-01-06|69509.5|0|3254.0|0|4.472022373855023|0|72763.5|0
0|2020-01-07|69509.5|0|3254.0|0|4.472022373855023|0|72763.5|0
0|2020-01-08|69509.5|0|3254.0|0|4.472022373855023|0|72763.5|0
0|2020-01-09|69509.5|0|3254.0|0|4.472022373855023|0|72763.5|0
0|2020-01-10|69509.5|0|3254.0|0|4.472022373855023|0|72763.5|0
0|2020-01-11|69509.5|0|3254.0|0|4.472022373855023|0|72763.5|0
0|2020-01-12|69509.5|0|3254.0|0|4.472022373855023|0|72763.5|0
0|2020-01-13|69509.5|0|3254.0|0|4.472022373855023|0|72763.5|0
0|2020-01-14|69509.5|0|3254.0|0|4.472022373855023|0|72763.5|0
0|2020-01-15|69509.5|0|3254.0|0|4.472022373855023|0|72763.5|0
0|2020-01-16|69509.5|0|3254.0|0|4.472022373855023|0|72763.5|0
0|2020-01-17|69509.5|0|3254.0|0|4.472022373855023|0|72763.5|0
0|2020-01-18|69509.5|0|3254.0|0|4.472022373855023|0|72763.5|0
0|2020-01-19|69509.5|0|3254.0|0|4.472022373855023|0|72763.5|0
0|2020-01-20|69509.5|0|3254.0|0|4.472022373855023|0|72763.5|0
0|2020-01-21|69509.5|0|3254.0|0|4.472022373855023|0|72763.5|0
0|2020-01-22|69509.5|0|3254.0|0|4.472022373855023|0|72763.5|0
0|2020-01-23|69509.5|0|3254.0|0|4.472022373855023|0|72763.5|0
0|2020-01-24|69509.5|0|3254.0|0|4.472022373855023|0|72763.5|0
0|2020-01-25|69509.5|0|3254.0|0|4.472022373855023|0|72763.5|0
0|2020-01-26|69509.5|0|3254.0|0|4.472022373855023|0|72763.5|0
0|2020-01-27|69509.5|0|3254.0|0|4.472022373855023|0|72763.5|0
0|2020-01-28|69509.5|0|3254.0|0|4.472022373855023|0|72763.5|0
