|dates|Butler_Ohio_UnitedStates.BLS_EmployedPopulation.data|Butler_Ohio_UnitedStates.BLS_EmployedPopulation.missing|Butler_Ohio_UnitedStates.BLS_UnemployedPopulation.data|Butler_Ohio_UnitedStates.BLS_UnemployedPopulation.missing|Butler_Ohio_UnitedStates.BLS_UnemploymentRate.data|Butler_Ohio_UnitedStates.BLS_UnemploymentRate.missing|Butler_Ohio_UnitedStates.BLS_LaborForcePopulation.data|Butler_Ohio_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|187160.0|0|8956.5|0|4.566928330864562|0|196116.5|0
0|2020-01-02|187160.0|0|8956.5|0|4.566928330864562|0|196116.5|0
0|2020-01-03|187160.0|0|8956.5|0|4.566928330864562|0|196116.5|0
0|2020-01-04|187160.0|0|8956.5|0|4.566928330864562|0|196116.5|0
0|2020-01-05|187160.0|0|8956.5|0|4.566928330864562|0|196116.5|0
0|2020-01-06|187160.0|0|8956.5|0|4.566928330864562|0|196116.5|0
0|2020-01-07|187160.0|0|8956.5|0|4.566928330864562|0|196116.5|0
0|2020-01-08|187160.0|0|8956.5|0|4.566928330864562|0|196116.5|0
0|2020-01-09|187160.0|0|8956.5|0|4.566928330864562|0|196116.5|0
0|2020-01-10|187160.0|0|8956.5|0|4.566928330864562|0|196116.5|0
0|2020-01-11|187160.0|0|8956.5|0|4.566928330864562|0|196116.5|0
0|2020-01-12|187160.0|0|8956.5|0|4.566928330864562|0|196116.5|0
0|2020-01-13|187160.0|0|8956.5|0|4.566928330864562|0|196116.5|0
0|2020-01-14|187160.0|0|8956.5|0|4.566928330864562|0|196116.5|0
0|2020-01-15|187160.0|0|8956.5|0|4.566928330864562|0|196116.5|0
0|2020-01-16|187160.0|0|8956.5|0|4.566928330864562|0|196116.5|0
0|2020-01-17|187160.0|0|8956.5|0|4.566928330864562|0|196116.5|0
0|2020-01-18|187160.0|0|8956.5|0|4.566928330864562|0|196116.5|0
0|2020-01-19|187160.0|0|8956.5|0|4.566928330864562|0|196116.5|0
0|2020-01-20|187160.0|0|8956.5|0|4.566928330864562|0|196116.5|0
0|2020-01-21|187160.0|0|8956.5|0|4.566928330864562|0|196116.5|0
0|2020-01-22|187160.0|0|8956.5|0|4.566928330864562|0|196116.5|0
0|2020-01-23|187160.0|0|8956.5|0|4.566928330864562|0|196116.5|0
0|2020-01-24|187160.0|0|8956.5|0|4.566928330864562|0|196116.5|0
0|2020-01-25|187160.0|0|8956.5|0|4.566928330864562|0|196116.5|0
0|2020-01-26|187160.0|0|8956.5|0|4.566928330864562|0|196116.5|0
0|2020-01-27|187160.0|0|8956.5|0|4.566928330864562|0|196116.5|0
0|2020-01-28|187160.0|0|8956.5|0|4.566928330864562|0|196116.5|0
0|2020-01-29|187160.0|0|8956.5|0|4.566928330864562|0|196116.5|0
0|2020-01-30|187160.0|0|8956.5|0|4.566928330864562|0|196116.5|0
0|2020-01-31|187160.0|0|8956.5|0|4.566928330864562|0|196116.5|0
0|2020-02-01|188470.0|0|8183.5|0|4.161380295799464|0|196653.5|0
0|2020-02-02|188470.0|0|8183.5|0|4.161380295799464|0|196653.5|0
0|2020-02-03|188470.0|0|8183.5|0|4.161380295799464|0|196653.5|0
0|2020-02-04|188470.0|0|8183.5|0|4.161380295799464|0|196653.5|0
0|2020-02-05|188470.0|0|8183.5|0|4.161380295799464|0|196653.5|0
0|2020-02-06|188470.0|0|8183.5|0|4.161380295799464|0|196653.5|0
0|2020-02-07|188470.0|0|8183.5|0|4.161380295799464|0|196653.5|0
0|2020-02-08|188470.0|0|8183.5|0|4.161380295799464|0|196653.5|0
0|2020-02-09|188470.0|0|8183.5|0|4.161380295799464|0|196653.5|0
0|2020-02-10|188470.0|0|8183.5|0|4.161380295799464|0|196653.5|0
0|2020-02-11|188470.0|0|8183.5|0|4.161380295799464|0|196653.5|0
0|2020-02-12|188470.0|0|8183.5|0|4.161380295799464|0|196653.5|0
0|2020-02-13|188470.0|0|8183.5|0|4.161380295799464|0|196653.5|0
0|2020-02-14|188470.0|0|8183.5|0|4.161380295799464|0|196653.5|0
0|2020-02-15|188470.0|0|8183.5|0|4.161380295799464|0|196653.5|0
0|2020-02-16|188470.0|0|8183.5|0|4.161380295799464|0|196653.5|0
0|2020-02-17|188470.0|0|8183.5|0|4.161380295799464|0|196653.5|0
0|2020-02-18|188470.0|0|8183.5|0|4.161380295799464|0|196653.5|0
0|2020-02-19|188470.0|0|8183.5|0|4.161380295799464|0|196653.5|0
0|2020-02-20|188470.0|0|8183.5|0|4.161380295799464|0|196653.5|0
0|2020-02-21|188470.0|0|8183.5|0|4.161380295799464|0|196653.5|0
0|2020-02-22|188470.0|0|8183.5|0|4.161380295799464|0|196653.5|0
0|2020-02-23|188470.0|0|8183.5|0|4.161380295799464|0|196653.5|0
0|2020-02-24|188470.0|0|8183.5|0|4.161380295799464|0|196653.5|0
0|2020-02-25|188470.0|0|8183.5|0|4.161380295799464|0|196653.5|0
0|2020-02-26|188470.0|0|8183.5|0|4.161380295799464|0|196653.5|0
0|2020-02-27|188470.0|0|8183.5|0|4.161380295799464|0|196653.5|0
0|2020-02-28|188470.0|0|8183.5|0|4.161380295799464|0|196653.5|0
0|2020-02-29|188470.0|0|8183.5|0|4.161380295799464|0|196653.5|0
0|2020-03-01|186009.5|0|9194.5|0|4.710200610643224|0|195204.0|0
0|2020-03-02|186009.5|0|9194.5|0|4.710200610643224|0|195204.0|0
0|2020-03-03|186009.5|0|9194.5|0|4.710200610643224|0|195204.0|0
0|2020-03-04|186009.5|0|9194.5|0|4.710200610643224|0|195204.0|0
0|2020-03-05|186009.5|0|9194.5|0|4.710200610643224|0|195204.0|0
0|2020-03-06|186009.5|0|9194.5|0|4.710200610643224|0|195204.0|0
0|2020-03-07|186009.5|0|9194.5|0|4.710200610643224|0|195204.0|0
0|2020-03-08|186009.5|0|9194.5|0|4.710200610643224|0|195204.0|0
0|2020-03-09|186009.5|0|9194.5|0|4.710200610643224|0|195204.0|0
0|2020-03-10|186009.5|0|9194.5|0|4.710200610643224|0|195204.0|0
