|dates|Lenoir_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lenoir_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lenoir_NorthCarolina_UnitedStates.Male_Total_Population.data|Lenoir_NorthCarolina_UnitedStates.Male_Total_Population.missing|Lenoir_NorthCarolina_UnitedStates.Female_Total_Population.data|Lenoir_NorthCarolina_UnitedStates.Female_Total_Population.missing|Lenoir_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Lenoir_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|11088.0|0|26660.0|0|29316.0|0|12606.0|0
