|dates|Maui_Hawaii_UnitedStates.BLS_EmployedPopulation.data|Maui_Hawaii_UnitedStates.BLS_EmployedPopulation.missing|Maui_Hawaii_UnitedStates.BLS_UnemployedPopulation.data|Maui_Hawaii_UnitedStates.BLS_UnemployedPopulation.missing|Maui_Hawaii_UnitedStates.BLS_UnemploymentRate.data|Maui_Hawaii_UnitedStates.BLS_UnemploymentRate.missing|Maui_Hawaii_UnitedStates.BLS_LaborForcePopulation.data|Maui_Hawaii_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|85790.5|0|2132.0|0|2.424862805311496|0|87922.5|0
0|2020-01-02|85790.5|0|2132.0|0|2.424862805311496|0|87922.5|0
0|2020-01-03|85790.5|0|2132.0|0|2.424862805311496|0|87922.5|0
0|2020-01-04|85790.5|0|2132.0|0|2.424862805311496|0|87922.5|0
0|2020-01-05|85790.5|0|2132.0|0|2.424862805311496|0|87922.5|0
0|2020-01-06|85790.5|0|2132.0|0|2.424862805311496|0|87922.5|0
0|2020-01-07|85790.5|0|2132.0|0|2.424862805311496|0|87922.5|0
0|2020-01-08|85790.5|0|2132.0|0|2.424862805311496|0|87922.5|0
0|2020-01-09|85790.5|0|2132.0|0|2.424862805311496|0|87922.5|0
0|2020-01-10|85790.5|0|2132.0|0|2.424862805311496|0|87922.5|0
0|2020-01-11|85790.5|0|2132.0|0|2.424862805311496|0|87922.5|0
0|2020-01-12|85790.5|0|2132.0|0|2.424862805311496|0|87922.5|0
0|2020-01-13|85790.5|0|2132.0|0|2.424862805311496|0|87922.5|0
0|2020-01-14|85790.5|0|2132.0|0|2.424862805311496|0|87922.5|0
0|2020-01-15|85790.5|0|2132.0|0|2.424862805311496|0|87922.5|0
0|2020-01-16|85790.5|0|2132.0|0|2.424862805311496|0|87922.5|0
0|2020-01-17|85790.5|0|2132.0|0|2.424862805311496|0|87922.5|0
0|2020-01-18|85790.5|0|2132.0|0|2.424862805311496|0|87922.5|0
0|2020-01-19|85790.5|0|2132.0|0|2.424862805311496|0|87922.5|0
0|2020-01-20|85790.5|0|2132.0|0|2.424862805311496|0|87922.5|0
0|2020-01-21|85790.5|0|2132.0|0|2.424862805311496|0|87922.5|0
0|2020-01-22|85790.5|0|2132.0|0|2.424862805311496|0|87922.5|0
0|2020-01-23|85790.5|0|2132.0|0|2.424862805311496|0|87922.5|0
0|2020-01-24|85790.5|0|2132.0|0|2.424862805311496|0|87922.5|0
0|2020-01-25|85790.5|0|2132.0|0|2.424862805311496|0|87922.5|0
0|2020-01-26|85790.5|0|2132.0|0|2.424862805311496|0|87922.5|0
0|2020-01-27|85790.5|0|2132.0|0|2.424862805311496|0|87922.5|0
0|2020-01-28|85790.5|0|2132.0|0|2.424862805311496|0|87922.5|0
0|2020-01-29|85790.5|0|2132.0|0|2.424862805311496|0|87922.5|0
0|2020-01-30|85790.5|0|2132.0|0|2.424862805311496|0|87922.5|0
0|2020-01-31|85790.5|0|2132.0|0|2.424862805311496|0|87922.5|0
0|2020-02-01|85367.5|0|1911.5|0|2.1901030030133253|0|87279.0|0
0|2020-02-02|85367.5|0|1911.5|0|2.1901030030133253|0|87279.0|0
0|2020-02-03|85367.5|0|1911.5|0|2.1901030030133253|0|87279.0|0
0|2020-02-04|85367.5|0|1911.5|0|2.1901030030133253|0|87279.0|0
0|2020-02-05|85367.5|0|1911.5|0|2.1901030030133253|0|87279.0|0
0|2020-02-06|85367.5|0|1911.5|0|2.1901030030133253|0|87279.0|0
0|2020-02-07|85367.5|0|1911.5|0|2.1901030030133253|0|87279.0|0
0|2020-02-08|85367.5|0|1911.5|0|2.1901030030133253|0|87279.0|0
0|2020-02-09|85367.5|0|1911.5|0|2.1901030030133253|0|87279.0|0
0|2020-02-10|85367.5|0|1911.5|0|2.1901030030133253|0|87279.0|0
0|2020-02-11|85367.5|0|1911.5|0|2.1901030030133253|0|87279.0|0
0|2020-02-12|85367.5|0|1911.5|0|2.1901030030133253|0|87279.0|0
0|2020-02-13|85367.5|0|1911.5|0|2.1901030030133253|0|87279.0|0
0|2020-02-14|85367.5|0|1911.5|0|2.1901030030133253|0|87279.0|0
0|2020-02-15|85367.5|0|1911.5|0|2.1901030030133253|0|87279.0|0
0|2020-02-16|85367.5|0|1911.5|0|2.1901030030133253|0|87279.0|0
0|2020-02-17|85367.5|0|1911.5|0|2.1901030030133253|0|87279.0|0
0|2020-02-18|85367.5|0|1911.5|0|2.1901030030133253|0|87279.0|0
0|2020-02-19|85367.5|0|1911.5|0|2.1901030030133253|0|87279.0|0
0|2020-02-20|85367.5|0|1911.5|0|2.1901030030133253|0|87279.0|0
0|2020-02-21|85367.5|0|1911.5|0|2.1901030030133253|0|87279.0|0
0|2020-02-22|85367.5|0|1911.5|0|2.1901030030133253|0|87279.0|0
0|2020-02-23|85367.5|0|1911.5|0|2.1901030030133253|0|87279.0|0
0|2020-02-24|85367.5|0|1911.5|0|2.1901030030133253|0|87279.0|0
0|2020-02-25|85367.5|0|1911.5|0|2.1901030030133253|0|87279.0|0
0|2020-02-26|85367.5|0|1911.5|0|2.1901030030133253|0|87279.0|0
0|2020-02-27|85367.5|0|1911.5|0|2.1901030030133253|0|87279.0|0
0|2020-02-28|85367.5|0|1911.5|0|2.1901030030133253|0|87279.0|0
0|2020-02-29|85367.5|0|1911.5|0|2.1901030030133253|0|87279.0|0
0|2020-03-01|84817.0|0|1843.0|0|2.1267020540041544|0|86660.0|0
0|2020-03-02|84817.0|0|1843.0|0|2.1267020540041544|0|86660.0|0
0|2020-03-03|84817.0|0|1843.0|0|2.1267020540041544|0|86660.0|0
0|2020-03-04|84817.0|0|1843.0|0|2.1267020540041544|0|86660.0|0
0|2020-03-05|84817.0|0|1843.0|0|2.1267020540041544|0|86660.0|0
0|2020-03-06|84817.0|0|1843.0|0|2.1267020540041544|0|86660.0|0
0|2020-03-07|84817.0|0|1843.0|0|2.1267020540041544|0|86660.0|0
0|2020-03-08|84817.0|0|1843.0|0|2.1267020540041544|0|86660.0|0
0|2020-03-09|84817.0|0|1843.0|0|2.1267020540041544|0|86660.0|0
0|2020-03-10|84817.0|0|1843.0|0|2.1267020540041544|0|86660.0|0
0|2020-03-11|84817.0|0|1843.0|0|2.1267020540041544|0|86660.0|0
0|2020-03-12|84817.0|0|1843.0|0|2.1267020540041544|0|86660.0|0
0|2020-03-13|84817.0|0|1843.0|0|2.1267020540041544|0|86660.0|0
0|2020-03-14|84817.0|0|1843.0|0|2.1267020540041544|0|86660.0|0
0|2020-03-15|84817.0|0|1843.0|0|2.1267020540041544|0|86660.0|0
