|dates|Kankakee_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kankakee_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kankakee_Illinois_UnitedStates.Male_Total_Population.data|Kankakee_Illinois_UnitedStates.Male_Total_Population.missing|Kankakee_Illinois_UnitedStates.Female_Total_Population.data|Kankakee_Illinois_UnitedStates.Female_Total_Population.missing|Kankakee_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Kankakee_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|18550.0|0|54154.0|0|55870.0|0|25023.0|0
