|dates|Wayne_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wayne_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wayne_Michigan_UnitedStates.Male_Total_Population.data|Wayne_Michigan_UnitedStates.Male_Total_Population.missing|Wayne_Michigan_UnitedStates.Female_Total_Population.data|Wayne_Michigan_UnitedStates.Female_Total_Population.missing|Wayne_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Wayne_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|270554.0|0|844609.0|0|909284.0|0|414221.0|0
