|dates|Rock_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Rock_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Rock_Nebraska_UnitedStates.Male_Total_Population.data|Rock_Nebraska_UnitedStates.Male_Total_Population.missing|Rock_Nebraska_UnitedStates.Female_Total_Population.data|Rock_Nebraska_UnitedStates.Female_Total_Population.missing|Rock_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Rock_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|363.0|0|685.0|0|675.0|0|271.0|0
