|dates|Perry_Arkansas_UnitedStates.BLS_EmployedPopulation.data|Perry_Arkansas_UnitedStates.BLS_EmployedPopulation.missing|Perry_Arkansas_UnitedStates.BLS_UnemployedPopulation.data|Perry_Arkansas_UnitedStates.BLS_UnemployedPopulation.missing|Perry_Arkansas_UnitedStates.BLS_UnemploymentRate.data|Perry_Arkansas_UnitedStates.BLS_UnemploymentRate.missing|Perry_Arkansas_UnitedStates.BLS_LaborForcePopulation.data|Perry_Arkansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|4038.0|0|198.0|0|4.674220963172805|0|4236.0|0
