|dates|LaPaz_Arizona_UnitedStates.MaleAndFemale_AtLeast65_Population.data|LaPaz_Arizona_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|LaPaz_Arizona_UnitedStates.Male_Total_Population.data|LaPaz_Arizona_UnitedStates.Male_Total_Population.missing|LaPaz_Arizona_UnitedStates.Female_Total_Population.data|LaPaz_Arizona_UnitedStates.Female_Total_Population.missing|LaPaz_Arizona_UnitedStates.MaleAndFemale_Under18_Population.data|LaPaz_Arizona_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8287.0|0|10820.0|0|10278.0|0|3540.0|0
