|dates|Price_Wisconsin_UnitedStates.BLS_EmployedPopulation.data|Price_Wisconsin_UnitedStates.BLS_EmployedPopulation.missing|Price_Wisconsin_UnitedStates.BLS_UnemployedPopulation.data|Price_Wisconsin_UnitedStates.BLS_UnemployedPopulation.missing|Price_Wisconsin_UnitedStates.BLS_UnemploymentRate.data|Price_Wisconsin_UnitedStates.BLS_UnemploymentRate.missing|Price_Wisconsin_UnitedStates.BLS_LaborForcePopulation.data|Price_Wisconsin_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|5925.0|0|287.0|0|4.62009014810045|0|6212.0|0
