|dates|Blair_Pennsylvania_UnitedStates.BLS_EmployedPopulation.data|Blair_Pennsylvania_UnitedStates.BLS_EmployedPopulation.missing|Blair_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.data|Blair_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.missing|Blair_Pennsylvania_UnitedStates.BLS_UnemploymentRate.data|Blair_Pennsylvania_UnitedStates.BLS_UnemploymentRate.missing|Blair_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.data|Blair_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|56472.5|0|3163.0|0|5.303887784960301|0|59635.5|0
0|2020-01-02|56472.5|0|3163.0|0|5.303887784960301|0|59635.5|0
0|2020-01-03|56472.5|0|3163.0|0|5.303887784960301|0|59635.5|0
0|2020-01-04|56472.5|0|3163.0|0|5.303887784960301|0|59635.5|0
0|2020-01-05|56472.5|0|3163.0|0|5.303887784960301|0|59635.5|0
0|2020-01-06|56472.5|0|3163.0|0|5.303887784960301|0|59635.5|0
0|2020-01-07|56472.5|0|3163.0|0|5.303887784960301|0|59635.5|0
0|2020-01-08|56472.5|0|3163.0|0|5.303887784960301|0|59635.5|0
0|2020-01-09|56472.5|0|3163.0|0|5.303887784960301|0|59635.5|0
0|2020-01-10|56472.5|0|3163.0|0|5.303887784960301|0|59635.5|0
0|2020-01-11|56472.5|0|3163.0|0|5.303887784960301|0|59635.5|0
0|2020-01-12|56472.5|0|3163.0|0|5.303887784960301|0|59635.5|0
0|2020-01-13|56472.5|0|3163.0|0|5.303887784960301|0|59635.5|0
0|2020-01-14|56472.5|0|3163.0|0|5.303887784960301|0|59635.5|0
0|2020-01-15|56472.5|0|3163.0|0|5.303887784960301|0|59635.5|0
0|2020-01-16|56472.5|0|3163.0|0|5.303887784960301|0|59635.5|0
0|2020-01-17|56472.5|0|3163.0|0|5.303887784960301|0|59635.5|0
0|2020-01-18|56472.5|0|3163.0|0|5.303887784960301|0|59635.5|0
0|2020-01-19|56472.5|0|3163.0|0|5.303887784960301|0|59635.5|0
0|2020-01-20|56472.5|0|3163.0|0|5.303887784960301|0|59635.5|0
0|2020-01-21|56472.5|0|3163.0|0|5.303887784960301|0|59635.5|0
0|2020-01-22|56472.5|0|3163.0|0|5.303887784960301|0|59635.5|0
0|2020-01-23|56472.5|0|3163.0|0|5.303887784960301|0|59635.5|0
0|2020-01-24|56472.5|0|3163.0|0|5.303887784960301|0|59635.5|0
0|2020-01-25|56472.5|0|3163.0|0|5.303887784960301|0|59635.5|0
0|2020-01-26|56472.5|0|3163.0|0|5.303887784960301|0|59635.5|0
0|2020-01-27|56472.5|0|3163.0|0|5.303887784960301|0|59635.5|0
0|2020-01-28|56472.5|0|3163.0|0|5.303887784960301|0|59635.5|0
0|2020-01-29|56472.5|0|3163.0|0|5.303887784960301|0|59635.5|0
0|2020-01-30|56472.5|0|3163.0|0|5.303887784960301|0|59635.5|0
0|2020-01-31|56472.5|0|3163.0|0|5.303887784960301|0|59635.5|0
0|2020-02-01|56407.0|0|3174.0|0|5.327201624679009|0|59581.0|0
0|2020-02-02|56407.0|0|3174.0|0|5.327201624679009|0|59581.0|0
0|2020-02-03|56407.0|0|3174.0|0|5.327201624679009|0|59581.0|0
0|2020-02-04|56407.0|0|3174.0|0|5.327201624679009|0|59581.0|0
0|2020-02-05|56407.0|0|3174.0|0|5.327201624679009|0|59581.0|0
0|2020-02-06|56407.0|0|3174.0|0|5.327201624679009|0|59581.0|0
0|2020-02-07|56407.0|0|3174.0|0|5.327201624679009|0|59581.0|0
0|2020-02-08|56407.0|0|3174.0|0|5.327201624679009|0|59581.0|0
0|2020-02-09|56407.0|0|3174.0|0|5.327201624679009|0|59581.0|0
0|2020-02-10|56407.0|0|3174.0|0|5.327201624679009|0|59581.0|0
0|2020-02-11|56407.0|0|3174.0|0|5.327201624679009|0|59581.0|0
0|2020-02-12|56407.0|0|3174.0|0|5.327201624679009|0|59581.0|0
