|dates|Bowman_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bowman_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bowman_NorthDakota_UnitedStates.Male_Total_Population.data|Bowman_NorthDakota_UnitedStates.Male_Total_Population.missing|Bowman_NorthDakota_UnitedStates.Female_Total_Population.data|Bowman_NorthDakota_UnitedStates.Female_Total_Population.missing|Bowman_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Bowman_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|659.0|0|1548.0|0|1528.0|0|755.0|0
