|dates|Livingston_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Livingston_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Livingston_Illinois_UnitedStates.Male_Total_Population.data|Livingston_Illinois_UnitedStates.Male_Total_Population.missing|Livingston_Illinois_UnitedStates.Female_Total_Population.data|Livingston_Illinois_UnitedStates.Female_Total_Population.missing|Livingston_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Livingston_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6868.0|0|17935.0|0|17826.0|0|7672.0|0
