|dates|Kingman_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kingman_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kingman_Kansas_UnitedStates.Male_Total_Population.data|Kingman_Kansas_UnitedStates.Male_Total_Population.missing|Kingman_Kansas_UnitedStates.Female_Total_Population.data|Kingman_Kansas_UnitedStates.Female_Total_Population.missing|Kingman_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Kingman_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1585.0|0|3663.0|0|3647.0|0|1604.0|0
