|dates|St.Martin_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|St.Martin_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|St.Martin_Louisiana_UnitedStates.Male_Total_Population.data|St.Martin_Louisiana_UnitedStates.Male_Total_Population.missing|St.Martin_Louisiana_UnitedStates.Female_Total_Population.data|St.Martin_Louisiana_UnitedStates.Female_Total_Population.missing|St.Martin_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|St.Martin_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8057.0|0|26359.0|0|27262.0|0|12978.0|0
