|dates|Bernalillo_NewMexico_UnitedStates.AveragePrecipitationTotal.data|Bernalillo_NewMexico_UnitedStates.AveragePrecipitationTotal.missing|Bernalillo_NewMexico_UnitedStates.AveragePrecipitation.data|Bernalillo_NewMexico_UnitedStates.AveragePrecipitation.missing|Bernalillo_NewMexico_UnitedStates.AverageWindDirection.data|Bernalillo_NewMexico_UnitedStates.AverageWindDirection.missing|Bernalillo_NewMexico_UnitedStates.AverageWindSpeed.data|Bernalillo_NewMexico_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|227.5|0|6.958333333333333|0
0|2020-01-02|0.0|0|0.0|0|338.8888888888889|0|11.305555555555555|0
0|2020-01-03|0.0|0|0.0|0|160.83333333333334|0|7.75|0
0|2020-01-04|0.0|0|0.0|0|109.58333333333333|0|4.75|0
0|2020-01-05|0.0|0|0.0|0|125.0|0|4.125|0
0|2020-01-06|0.0|0|0.0|0|289.5833333333333|0|11.0|0
0|2020-01-07|0.0|0|0.0|0|169.58333333333334|0|3.125|0
0|2020-01-08|0.0|0|0.0|0|118.33333333333333|0|5.416666666666667|0
0|2020-01-09|0.0|0|0.0|0|155.41666666666666|0|5.166666666666667|0
0|2020-01-10|0.00020833333333333335|0|0.0005208333333333333|0|289.82638888888886|0|12.100694444444443|0
0|2020-01-11|0.0|0|0.0|0|167.5|0|8.166666666666666|0
0|2020-01-12|0.0|0|0.0|0|131.25|0|6.333333333333333|0
0|2020-01-13|0.0|0|0.0|0|153.75|0|6.5|0
0|2020-01-14|0.0|0|0.0|0|155.83333333333334|0|6.791666666666667|0
0|2020-01-15|0.0|0|0.0|0|110.83333333333333|0|6.75|0
0|2020-01-16|0.0|0|0.004409722222222223|0|159.2013888888889|0|14.190972222222223|0
0|2020-01-17|0.0015624999999999999|0|0.0|0|202.8125|0|6.736111111111112|0
0|2020-01-18|0.0|0|0.0|0|200.0|0|5.875|0
0|2020-01-19|0.0|0|0.0|0|160.41666666666666|0|8.25|0
0|2020-01-20|0.0|0|0.0|0|200.41666666666666|0|4.583333333333333|0
0|2020-01-21|0.0|0|0.004652777777777777|0|141.45833333333334|0|4.125|0
0|2020-01-22|0.005416666666666667|0|0.0|0|273.9583333333333|0|12.145833333333334|0
0|2020-01-23|0.0|0|0.0|0|248.75|0|8.333333333333334|0
0|2020-01-24|0.0|0|0.0|0|199.16666666666666|0|4.625|0
0|2020-01-25|0.0|0|0.0|0|297.9166666666667|0|9.625|0
0|2020-01-26|0.0|0|0.0|0|109.58333333333333|0|3.0833333333333335|0
0|2020-01-27|0.0|0|0.0|0|220.0|0|8.416666666666666|0
0|2020-01-28|0.0|0|0.0|0|249.16666666666666|0|8.375|0
0|2020-01-29|0.0|0|0.0|0|167.91666666666666|0|7.5|0
0|2020-01-30|0.0|0|0.0|0|256.6666666666667|0|11.583333333333334|0
0|2020-01-31|0.0|0|0.0|0|148.33333333333334|0|6.791666666666667|0
0|2020-02-01|0.0|0|0.0|0|118.33333333333333|0|3.6666666666666665|0
0|2020-02-02|0.0|0|0.0|0|154.58333333333334|0|6.416666666666667|0
0|2020-02-03|0.0|0|0.0|0|182.08333333333334|0|13.458333333333334|0
0|2020-02-04|0.0004166666666666667|0|0.0016944444444444446|0|196.59027777777774|0|8.033333333333333|0
0|2020-02-05|0.0016666666666666668|0|0.0|0|245.0|0|8.375|0
0|2020-02-06|0.0|0|0.0|0|230.41666666666666|0|10.208333333333334|0
0|2020-02-07|0.0|0|0.0|0|196.66666666666666|0|7.833333333333333|0
0|2020-02-08|0.0|0|0.0|0|172.08333333333334|0|8.5|0
0|2020-02-09|0.0|0|0.0|0|146.25|0|11.583333333333334|0
0|2020-02-10|0.0|0|0.0077083333333333335|0|171.875|0|6.0625|0
0|2020-02-11|0.006875|0|0.0025694444444444445|0|104.23611111111113|0|20.927083333333332|0
0|2020-02-12|0.0|0|0.0|0|181.66666666666666|0|5.798611111111112|0
0|2020-02-13|0.0|0|0.0|0|145.41666666666666|0|5.875|0
0|2020-02-14|0.0|0|0.0|0|133.75|0|4.791666666666667|0
0|2020-02-15|0.0|0|0.0|0|170.41666666666666|0|6.041666666666667|0
0|2020-02-16|0.0|0|0.0|0|161.66666666666666|0|5.5|0
0|2020-02-17|0.0|0|0.0|0|168.33333333333334|0|5.625|0
0|2020-02-18|0.0|0|0.0|0|107.91666666666667|0|9.791666666666666|0
0|2020-02-19|0.0|0|0.0|0|89.16666666666667|0|5.625|0
0|2020-02-20|0.0|0|0.0|0|83.75|0|19.625|0
0|2020-02-21|0.0|0|0.0|0|127.08333333333333|0|3.875|0
0|2020-02-22|0.0|0|0.004375|0|123.54166666666667|0|4.270833333333333|0
0|2020-02-23|0.0016666666666666668|0|0.002|0|206.70833333333334|0|8.90625|0
0|2020-02-24|0.00125|0|0.0|0|229.58333333333334|0|11.0|0
0|2020-02-25|0.0|0|0.0|0|269.5833333333333|0|14.0|0
