|dates|Decatur_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Decatur_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Decatur_Georgia_UnitedStates.Male_Total_Population.data|Decatur_Georgia_UnitedStates.Male_Total_Population.missing|Decatur_Georgia_UnitedStates.Female_Total_Population.data|Decatur_Georgia_UnitedStates.Female_Total_Population.missing|Decatur_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Decatur_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4307.0|0|12857.0|0|13718.0|0|6505.0|0
