|dates|Floyd_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Floyd_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Floyd_Texas_UnitedStates.Male_Total_Population.data|Floyd_Texas_UnitedStates.Male_Total_Population.missing|Floyd_Texas_UnitedStates.Female_Total_Population.data|Floyd_Texas_UnitedStates.Female_Total_Population.missing|Floyd_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Floyd_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1092.0|0|2942.0|0|2895.0|0|1572.0|0
