|dates|Simpson_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Simpson_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Simpson_Mississippi_UnitedStates.Male_Total_Population.data|Simpson_Mississippi_UnitedStates.Male_Total_Population.missing|Simpson_Mississippi_UnitedStates.Female_Total_Population.data|Simpson_Mississippi_UnitedStates.Female_Total_Population.missing|Simpson_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Simpson_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4706.0|0|12986.0|0|13772.0|0|6324.0|0
