|dates|Gallatin_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Gallatin_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Gallatin_Montana_UnitedStates.Male_Total_Population.data|Gallatin_Montana_UnitedStates.Male_Total_Population.missing|Gallatin_Montana_UnitedStates.Female_Total_Population.data|Gallatin_Montana_UnitedStates.Female_Total_Population.missing|Gallatin_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|Gallatin_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14146.0|0|58096.0|0|53780.0|0|22425.0|0
