|dates|Sullivan_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sullivan_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sullivan_Tennessee_UnitedStates.Male_Total_Population.data|Sullivan_Tennessee_UnitedStates.Male_Total_Population.missing|Sullivan_Tennessee_UnitedStates.Female_Total_Population.data|Sullivan_Tennessee_UnitedStates.Female_Total_Population.missing|Sullivan_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Sullivan_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|34529.0|0|76687.0|0|80981.0|0|30362.0|0
