|dates|Beaverhead_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Beaverhead_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Beaverhead_Montana_UnitedStates.Male_Total_Population.data|Beaverhead_Montana_UnitedStates.Male_Total_Population.missing|Beaverhead_Montana_UnitedStates.Female_Total_Population.data|Beaverhead_Montana_UnitedStates.Female_Total_Population.missing|Beaverhead_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|Beaverhead_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2070.0|0|4834.0|0|4570.0|0|1637.0|0
