|dates|Uinta_Wyoming_UnitedStates.BLS_EmployedPopulation.data|Uinta_Wyoming_UnitedStates.BLS_EmployedPopulation.missing|Uinta_Wyoming_UnitedStates.BLS_UnemployedPopulation.data|Uinta_Wyoming_UnitedStates.BLS_UnemployedPopulation.missing|Uinta_Wyoming_UnitedStates.BLS_UnemploymentRate.data|Uinta_Wyoming_UnitedStates.BLS_UnemploymentRate.missing|Uinta_Wyoming_UnitedStates.BLS_LaborForcePopulation.data|Uinta_Wyoming_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|8544.0|0|442.5|0|4.924052745785344|0|8986.5|0
0|2020-01-02|8544.0|0|442.5|0|4.924052745785344|0|8986.5|0
0|2020-01-03|8544.0|0|442.5|0|4.924052745785344|0|8986.5|0
0|2020-01-04|8544.0|0|442.5|0|4.924052745785344|0|8986.5|0
0|2020-01-05|8544.0|0|442.5|0|4.924052745785344|0|8986.5|0
0|2020-01-06|8544.0|0|442.5|0|4.924052745785344|0|8986.5|0
0|2020-01-07|8544.0|0|442.5|0|4.924052745785344|0|8986.5|0
0|2020-01-08|8544.0|0|442.5|0|4.924052745785344|0|8986.5|0
0|2020-01-09|8544.0|0|442.5|0|4.924052745785344|0|8986.5|0
0|2020-01-10|8544.0|0|442.5|0|4.924052745785344|0|8986.5|0
0|2020-01-11|8544.0|0|442.5|0|4.924052745785344|0|8986.5|0
0|2020-01-12|8544.0|0|442.5|0|4.924052745785344|0|8986.5|0
0|2020-01-13|8544.0|0|442.5|0|4.924052745785344|0|8986.5|0
0|2020-01-14|8544.0|0|442.5|0|4.924052745785344|0|8986.5|0
0|2020-01-15|8544.0|0|442.5|0|4.924052745785344|0|8986.5|0
0|2020-01-16|8544.0|0|442.5|0|4.924052745785344|0|8986.5|0
0|2020-01-17|8544.0|0|442.5|0|4.924052745785344|0|8986.5|0
0|2020-01-18|8544.0|0|442.5|0|4.924052745785344|0|8986.5|0
0|2020-01-19|8544.0|0|442.5|0|4.924052745785344|0|8986.5|0
0|2020-01-20|8544.0|0|442.5|0|4.924052745785344|0|8986.5|0
0|2020-01-21|8544.0|0|442.5|0|4.924052745785344|0|8986.5|0
0|2020-01-22|8544.0|0|442.5|0|4.924052745785344|0|8986.5|0
0|2020-01-23|8544.0|0|442.5|0|4.924052745785344|0|8986.5|0
0|2020-01-24|8544.0|0|442.5|0|4.924052745785344|0|8986.5|0
0|2020-01-25|8544.0|0|442.5|0|4.924052745785344|0|8986.5|0
0|2020-01-26|8544.0|0|442.5|0|4.924052745785344|0|8986.5|0
0|2020-01-27|8544.0|0|442.5|0|4.924052745785344|0|8986.5|0
0|2020-01-28|8544.0|0|442.5|0|4.924052745785344|0|8986.5|0
0|2020-01-29|8544.0|0|442.5|0|4.924052745785344|0|8986.5|0
0|2020-01-30|8544.0|0|442.5|0|4.924052745785344|0|8986.5|0
0|2020-01-31|8544.0|0|442.5|0|4.924052745785344|0|8986.5|0
0|2020-02-01|8551.0|0|432.5|0|4.814381922413313|0|8983.5|0
0|2020-02-02|8551.0|0|432.5|0|4.814381922413313|0|8983.5|0
0|2020-02-03|8551.0|0|432.5|0|4.814381922413313|0|8983.5|0
0|2020-02-04|8551.0|0|432.5|0|4.814381922413313|0|8983.5|0
0|2020-02-05|8551.0|0|432.5|0|4.814381922413313|0|8983.5|0
0|2020-02-06|8551.0|0|432.5|0|4.814381922413313|0|8983.5|0
0|2020-02-07|8551.0|0|432.5|0|4.814381922413313|0|8983.5|0
0|2020-02-08|8551.0|0|432.5|0|4.814381922413313|0|8983.5|0
0|2020-02-09|8551.0|0|432.5|0|4.814381922413313|0|8983.5|0
0|2020-02-10|8551.0|0|432.5|0|4.814381922413313|0|8983.5|0
0|2020-02-11|8551.0|0|432.5|0|4.814381922413313|0|8983.5|0
0|2020-02-12|8551.0|0|432.5|0|4.814381922413313|0|8983.5|0
0|2020-02-13|8551.0|0|432.5|0|4.814381922413313|0|8983.5|0
0|2020-02-14|8551.0|0|432.5|0|4.814381922413313|0|8983.5|0
0|2020-02-15|8551.0|0|432.5|0|4.814381922413313|0|8983.5|0
0|2020-02-16|8551.0|0|432.5|0|4.814381922413313|0|8983.5|0
0|2020-02-17|8551.0|0|432.5|0|4.814381922413313|0|8983.5|0
0|2020-02-18|8551.0|0|432.5|0|4.814381922413313|0|8983.5|0
0|2020-02-19|8551.0|0|432.5|0|4.814381922413313|0|8983.5|0
0|2020-02-20|8551.0|0|432.5|0|4.814381922413313|0|8983.5|0
0|2020-02-21|8551.0|0|432.5|0|4.814381922413313|0|8983.5|0
0|2020-02-22|8551.0|0|432.5|0|4.814381922413313|0|8983.5|0
0|2020-02-23|8551.0|0|432.5|0|4.814381922413313|0|8983.5|0
0|2020-02-24|8551.0|0|432.5|0|4.814381922413313|0|8983.5|0
