|dates|Davis_Utah_UnitedStates.BLS_EmployedPopulation.data|Davis_Utah_UnitedStates.BLS_EmployedPopulation.missing|Davis_Utah_UnitedStates.BLS_UnemployedPopulation.data|Davis_Utah_UnitedStates.BLS_UnemployedPopulation.missing|Davis_Utah_UnitedStates.BLS_UnemploymentRate.data|Davis_Utah_UnitedStates.BLS_UnemploymentRate.missing|Davis_Utah_UnitedStates.BLS_LaborForcePopulation.data|Davis_Utah_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|170850.5|0|4216.5|0|2.4085064575276895|0|175067.0|0
0|2020-01-02|170850.5|0|4216.5|0|2.4085064575276895|0|175067.0|0
0|2020-01-03|170850.5|0|4216.5|0|2.4085064575276895|0|175067.0|0
0|2020-01-04|170850.5|0|4216.5|0|2.4085064575276895|0|175067.0|0
0|2020-01-05|170850.5|0|4216.5|0|2.4085064575276895|0|175067.0|0
0|2020-01-06|170850.5|0|4216.5|0|2.4085064575276895|0|175067.0|0
0|2020-01-07|170850.5|0|4216.5|0|2.4085064575276895|0|175067.0|0
0|2020-01-08|170850.5|0|4216.5|0|2.4085064575276895|0|175067.0|0
0|2020-01-09|170850.5|0|4216.5|0|2.4085064575276895|0|175067.0|0
0|2020-01-10|170850.5|0|4216.5|0|2.4085064575276895|0|175067.0|0
0|2020-01-11|170850.5|0|4216.5|0|2.4085064575276895|0|175067.0|0
0|2020-01-12|170850.5|0|4216.5|0|2.4085064575276895|0|175067.0|0
0|2020-01-13|170850.5|0|4216.5|0|2.4085064575276895|0|175067.0|0
0|2020-01-14|170850.5|0|4216.5|0|2.4085064575276895|0|175067.0|0
0|2020-01-15|170850.5|0|4216.5|0|2.4085064575276895|0|175067.0|0
0|2020-01-16|170850.5|0|4216.5|0|2.4085064575276895|0|175067.0|0
0|2020-01-17|170850.5|0|4216.5|0|2.4085064575276895|0|175067.0|0
0|2020-01-18|170850.5|0|4216.5|0|2.4085064575276895|0|175067.0|0
0|2020-01-19|170850.5|0|4216.5|0|2.4085064575276895|0|175067.0|0
0|2020-01-20|170850.5|0|4216.5|0|2.4085064575276895|0|175067.0|0
0|2020-01-21|170850.5|0|4216.5|0|2.4085064575276895|0|175067.0|0
0|2020-01-22|170850.5|0|4216.5|0|2.4085064575276895|0|175067.0|0
0|2020-01-23|170850.5|0|4216.5|0|2.4085064575276895|0|175067.0|0
0|2020-01-24|170850.5|0|4216.5|0|2.4085064575276895|0|175067.0|0
0|2020-01-25|170850.5|0|4216.5|0|2.4085064575276895|0|175067.0|0
0|2020-01-26|170850.5|0|4216.5|0|2.4085064575276895|0|175067.0|0
0|2020-01-27|170850.5|0|4216.5|0|2.4085064575276895|0|175067.0|0
0|2020-01-28|170850.5|0|4216.5|0|2.4085064575276895|0|175067.0|0
0|2020-01-29|170850.5|0|4216.5|0|2.4085064575276895|0|175067.0|0
0|2020-01-30|170850.5|0|4216.5|0|2.4085064575276895|0|175067.0|0
0|2020-01-31|170850.5|0|4216.5|0|2.4085064575276895|0|175067.0|0
0|2020-02-01|171609.0|0|4363.5|0|2.479648808762733|0|175972.5|0
