|dates|Monona_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Monona_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Monona_Iowa_UnitedStates.Male_Total_Population.data|Monona_Iowa_UnitedStates.Male_Total_Population.missing|Monona_Iowa_UnitedStates.Female_Total_Population.data|Monona_Iowa_UnitedStates.Female_Total_Population.missing|Monona_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Monona_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2136.0|0|4235.0|0|4444.0|0|1916.0|0
