|dates|DeSoto_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|DeSoto_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|DeSoto_Florida_UnitedStates.Male_Total_Population.data|DeSoto_Florida_UnitedStates.Male_Total_Population.missing|DeSoto_Florida_UnitedStates.Female_Total_Population.data|DeSoto_Florida_UnitedStates.Female_Total_Population.missing|DeSoto_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|DeSoto_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8317.0|0|21230.0|0|16259.0|0|7099.0|0
