|dates|Clay_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clay_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clay_Mississippi_UnitedStates.Male_Total_Population.data|Clay_Mississippi_UnitedStates.Male_Total_Population.missing|Clay_Mississippi_UnitedStates.Female_Total_Population.data|Clay_Mississippi_UnitedStates.Female_Total_Population.missing|Clay_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Clay_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3580.0|0|9080.0|0|10306.0|0|4372.0|0
