|dates|Crowley_Colorado_UnitedStates.BLS_EmployedPopulation.data|Crowley_Colorado_UnitedStates.BLS_EmployedPopulation.missing|Crowley_Colorado_UnitedStates.BLS_UnemployedPopulation.data|Crowley_Colorado_UnitedStates.BLS_UnemployedPopulation.missing|Crowley_Colorado_UnitedStates.BLS_UnemploymentRate.data|Crowley_Colorado_UnitedStates.BLS_UnemploymentRate.missing|Crowley_Colorado_UnitedStates.BLS_LaborForcePopulation.data|Crowley_Colorado_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|1594.0|0|76.0|0|4.550898203592815|0|1670.0|0
