|dates|Apache_Arizona_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Apache_Arizona_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Apache_Arizona_UnitedStates.Male_Total_Population.data|Apache_Arizona_UnitedStates.Male_Total_Population.missing|Apache_Arizona_UnitedStates.Female_Total_Population.data|Apache_Arizona_UnitedStates.Female_Total_Population.missing|Apache_Arizona_UnitedStates.MaleAndFemale_Under18_Population.data|Apache_Arizona_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10986.0|0|35310.0|0|36508.0|0|19518.0|0
