|dates|Steele_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Steele_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Steele_NorthDakota_UnitedStates.Male_Total_Population.data|Steele_NorthDakota_UnitedStates.Male_Total_Population.missing|Steele_NorthDakota_UnitedStates.Female_Total_Population.data|Steele_NorthDakota_UnitedStates.Female_Total_Population.missing|Steele_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Steele_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|459.0|0|995.0|0|908.0|0|414.0|0
