|dates|Montgomery_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Montgomery_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Montgomery_Tennessee_UnitedStates.Male_Total_Population.data|Montgomery_Tennessee_UnitedStates.Male_Total_Population.missing|Montgomery_Tennessee_UnitedStates.Female_Total_Population.data|Montgomery_Tennessee_UnitedStates.Female_Total_Population.missing|Montgomery_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Montgomery_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|19005.0|0|102544.0|0|103406.0|0|54985.0|0
