|dates|OutofMD_Maryland_UnitedStates.BLS_EmployedPopulation.data|OutofMD_Maryland_UnitedStates.BLS_EmployedPopulation.missing|OutofMD_Maryland_UnitedStates.BLS_UnemployedPopulation.data|OutofMD_Maryland_UnitedStates.BLS_UnemployedPopulation.missing|OutofMD_Maryland_UnitedStates.BLS_UnemploymentRate.data|OutofMD_Maryland_UnitedStates.BLS_UnemploymentRate.missing|OutofMD_Maryland_UnitedStates.BLS_LaborForcePopulation.data|OutofMD_Maryland_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
