|dates|Madison_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Madison_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Madison_Montana_UnitedStates.Male_Total_Population.data|Madison_Montana_UnitedStates.Male_Total_Population.missing|Madison_Montana_UnitedStates.Female_Total_Population.data|Madison_Montana_UnitedStates.Female_Total_Population.missing|Madison_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|Madison_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2474.0|0|4692.0|0|4076.0|0|1369.0|0
