|dates|Routt_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Routt_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Routt_Colorado_UnitedStates.Male_Total_Population.data|Routt_Colorado_UnitedStates.Male_Total_Population.missing|Routt_Colorado_UnitedStates.Female_Total_Population.data|Routt_Colorado_UnitedStates.Female_Total_Population.missing|Routt_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Routt_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3974.0|0|13399.0|0|12334.0|0|4658.0|0
