|dates|Butler_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Butler_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Butler_Kentucky_UnitedStates.Male_Total_Population.data|Butler_Kentucky_UnitedStates.Male_Total_Population.missing|Butler_Kentucky_UnitedStates.Female_Total_Population.data|Butler_Kentucky_UnitedStates.Female_Total_Population.missing|Butler_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Butler_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2400.0|0|6413.0|0|6359.0|0|2876.0|0
