|dates|Graham_Arizona_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Graham_Arizona_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Graham_Arizona_UnitedStates.Male_Total_Population.data|Graham_Arizona_UnitedStates.Male_Total_Population.missing|Graham_Arizona_UnitedStates.Female_Total_Population.data|Graham_Arizona_UnitedStates.Female_Total_Population.missing|Graham_Arizona_UnitedStates.MaleAndFemale_Under18_Population.data|Graham_Arizona_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5310.0|0|20283.0|0|17789.0|0|10287.0|0
