|dates|Lincoln_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Lincoln_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Lincoln_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Lincoln_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Lincoln_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Lincoln_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Lincoln_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Lincoln_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|3111.0|0|0.0|100|64.0|0|0.0|100
