|dates|Matagorda_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Matagorda_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Matagorda_Texas_UnitedStates.Male_Total_Population.data|Matagorda_Texas_UnitedStates.Male_Total_Population.missing|Matagorda_Texas_UnitedStates.Female_Total_Population.data|Matagorda_Texas_UnitedStates.Female_Total_Population.missing|Matagorda_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Matagorda_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6221.0|0|18415.0|0|18137.0|0|9324.0|0
