|dates|Tipton_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Tipton_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Tipton_Indiana_UnitedStates.Male_Total_Population.data|Tipton_Indiana_UnitedStates.Male_Total_Population.missing|Tipton_Indiana_UnitedStates.Female_Total_Population.data|Tipton_Indiana_UnitedStates.Female_Total_Population.missing|Tipton_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Tipton_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3156.0|0|7537.0|0|7591.0|0|3135.0|0
