|dates|Madison_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Madison_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Madison_Tennessee_UnitedStates.Male_Total_Population.data|Madison_Tennessee_UnitedStates.Male_Total_Population.missing|Madison_Tennessee_UnitedStates.Female_Total_Population.data|Madison_Tennessee_UnitedStates.Female_Total_Population.missing|Madison_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Madison_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|16615.0|0|46226.0|0|51379.0|0|21872.0|0
