|dates|Ashland_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ashland_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ashland_Ohio_UnitedStates.Male_Total_Population.data|Ashland_Ohio_UnitedStates.Male_Total_Population.missing|Ashland_Ohio_UnitedStates.Female_Total_Population.data|Ashland_Ohio_UnitedStates.Female_Total_Population.missing|Ashland_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Ashland_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10056.0|0|26466.0|0|27279.0|0|12098.0|0
