|dates|Bourbon_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bourbon_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bourbon_Kentucky_UnitedStates.Male_Total_Population.data|Bourbon_Kentucky_UnitedStates.Male_Total_Population.missing|Bourbon_Kentucky_UnitedStates.Female_Total_Population.data|Bourbon_Kentucky_UnitedStates.Female_Total_Population.missing|Bourbon_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Bourbon_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3815.0|0|9838.0|0|10346.0|0|4634.0|0
