|dates|Estill_Kentucky_UnitedStates.BLS_EmployedPopulation.data|Estill_Kentucky_UnitedStates.BLS_EmployedPopulation.missing|Estill_Kentucky_UnitedStates.BLS_UnemployedPopulation.data|Estill_Kentucky_UnitedStates.BLS_UnemployedPopulation.missing|Estill_Kentucky_UnitedStates.BLS_UnemploymentRate.data|Estill_Kentucky_UnitedStates.BLS_UnemploymentRate.missing|Estill_Kentucky_UnitedStates.BLS_LaborForcePopulation.data|Estill_Kentucky_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|5077.0|0|322.5|0|5.972775256968238|0|5399.5|0
0|2020-01-02|5077.0|0|322.5|0|5.972775256968238|0|5399.5|0
0|2020-01-03|5077.0|0|322.5|0|5.972775256968238|0|5399.5|0
0|2020-01-04|5077.0|0|322.5|0|5.972775256968238|0|5399.5|0
0|2020-01-05|5077.0|0|322.5|0|5.972775256968238|0|5399.5|0
0|2020-01-06|5077.0|0|322.5|0|5.972775256968238|0|5399.5|0
0|2020-01-07|5077.0|0|322.5|0|5.972775256968238|0|5399.5|0
0|2020-01-08|5077.0|0|322.5|0|5.972775256968238|0|5399.5|0
0|2020-01-09|5077.0|0|322.5|0|5.972775256968238|0|5399.5|0
0|2020-01-10|5077.0|0|322.5|0|5.972775256968238|0|5399.5|0
0|2020-01-11|5077.0|0|322.5|0|5.972775256968238|0|5399.5|0
0|2020-01-12|5077.0|0|322.5|0|5.972775256968238|0|5399.5|0
0|2020-01-13|5077.0|0|322.5|0|5.972775256968238|0|5399.5|0
0|2020-01-14|5077.0|0|322.5|0|5.972775256968238|0|5399.5|0
0|2020-01-15|5077.0|0|322.5|0|5.972775256968238|0|5399.5|0
0|2020-01-16|5077.0|0|322.5|0|5.972775256968238|0|5399.5|0
0|2020-01-17|5077.0|0|322.5|0|5.972775256968238|0|5399.5|0
0|2020-01-18|5077.0|0|322.5|0|5.972775256968238|0|5399.5|0
0|2020-01-19|5077.0|0|322.5|0|5.972775256968238|0|5399.5|0
0|2020-01-20|5077.0|0|322.5|0|5.972775256968238|0|5399.5|0
0|2020-01-21|5077.0|0|322.5|0|5.972775256968238|0|5399.5|0
0|2020-01-22|5077.0|0|322.5|0|5.972775256968238|0|5399.5|0
0|2020-01-23|5077.0|0|322.5|0|5.972775256968238|0|5399.5|0
0|2020-01-24|5077.0|0|322.5|0|5.972775256968238|0|5399.5|0
0|2020-01-25|5077.0|0|322.5|0|5.972775256968238|0|5399.5|0
0|2020-01-26|5077.0|0|322.5|0|5.972775256968238|0|5399.5|0
0|2020-01-27|5077.0|0|322.5|0|5.972775256968238|0|5399.5|0
0|2020-01-28|5077.0|0|322.5|0|5.972775256968238|0|5399.5|0
0|2020-01-29|5077.0|0|322.5|0|5.972775256968238|0|5399.5|0
0|2020-01-30|5077.0|0|322.5|0|5.972775256968238|0|5399.5|0
0|2020-01-31|5077.0|0|322.5|0|5.972775256968238|0|5399.5|0
0|2020-02-01|5128.5|0|312.5|0|5.743429516632972|0|5441.0|0
0|2020-02-02|5128.5|0|312.5|0|5.743429516632972|0|5441.0|0
0|2020-02-03|5128.5|0|312.5|0|5.743429516632972|0|5441.0|0
0|2020-02-04|5128.5|0|312.5|0|5.743429516632972|0|5441.0|0
0|2020-02-05|5128.5|0|312.5|0|5.743429516632972|0|5441.0|0
0|2020-02-06|5128.5|0|312.5|0|5.743429516632972|0|5441.0|0
0|2020-02-07|5128.5|0|312.5|0|5.743429516632972|0|5441.0|0
0|2020-02-08|5128.5|0|312.5|0|5.743429516632972|0|5441.0|0
0|2020-02-09|5128.5|0|312.5|0|5.743429516632972|0|5441.0|0
0|2020-02-10|5128.5|0|312.5|0|5.743429516632972|0|5441.0|0
0|2020-02-11|5128.5|0|312.5|0|5.743429516632972|0|5441.0|0
0|2020-02-12|5128.5|0|312.5|0|5.743429516632972|0|5441.0|0
0|2020-02-13|5128.5|0|312.5|0|5.743429516632972|0|5441.0|0
0|2020-02-14|5128.5|0|312.5|0|5.743429516632972|0|5441.0|0
0|2020-02-15|5128.5|0|312.5|0|5.743429516632972|0|5441.0|0
0|2020-02-16|5128.5|0|312.5|0|5.743429516632972|0|5441.0|0
0|2020-02-17|5128.5|0|312.5|0|5.743429516632972|0|5441.0|0
0|2020-02-18|5128.5|0|312.5|0|5.743429516632972|0|5441.0|0
0|2020-02-19|5128.5|0|312.5|0|5.743429516632972|0|5441.0|0
0|2020-02-20|5128.5|0|312.5|0|5.743429516632972|0|5441.0|0
0|2020-02-21|5128.5|0|312.5|0|5.743429516632972|0|5441.0|0
0|2020-02-22|5128.5|0|312.5|0|5.743429516632972|0|5441.0|0
0|2020-02-23|5128.5|0|312.5|0|5.743429516632972|0|5441.0|0
0|2020-02-24|5128.5|0|312.5|0|5.743429516632972|0|5441.0|0
0|2020-02-25|5128.5|0|312.5|0|5.743429516632972|0|5441.0|0
0|2020-02-26|5128.5|0|312.5|0|5.743429516632972|0|5441.0|0
0|2020-02-27|5128.5|0|312.5|0|5.743429516632972|0|5441.0|0
0|2020-02-28|5128.5|0|312.5|0|5.743429516632972|0|5441.0|0
0|2020-02-29|5128.5|0|312.5|0|5.743429516632972|0|5441.0|0
0|2020-03-01|5069.0|0|351.5|0|6.484641638225256|0|5420.5|0
0|2020-03-02|5069.0|0|351.5|0|6.484641638225256|0|5420.5|0
0|2020-03-03|5069.0|0|351.5|0|6.484641638225256|0|5420.5|0
0|2020-03-04|5069.0|0|351.5|0|6.484641638225256|0|5420.5|0
0|2020-03-05|5069.0|0|351.5|0|6.484641638225256|0|5420.5|0
0|2020-03-06|5069.0|0|351.5|0|6.484641638225256|0|5420.5|0
0|2020-03-07|5069.0|0|351.5|0|6.484641638225256|0|5420.5|0
0|2020-03-08|5069.0|0|351.5|0|6.484641638225256|0|5420.5|0
0|2020-03-09|5069.0|0|351.5|0|6.484641638225256|0|5420.5|0
0|2020-03-10|5069.0|0|351.5|0|6.484641638225256|0|5420.5|0
0|2020-03-11|5069.0|0|351.5|0|6.484641638225256|0|5420.5|0
0|2020-03-12|5069.0|0|351.5|0|6.484641638225256|0|5420.5|0
0|2020-03-13|5069.0|0|351.5|0|6.484641638225256|0|5420.5|0
0|2020-03-14|5069.0|0|351.5|0|6.484641638225256|0|5420.5|0
0|2020-03-15|5069.0|0|351.5|0|6.484641638225256|0|5420.5|0
0|2020-03-16|5069.0|0|351.5|0|6.484641638225256|0|5420.5|0
0|2020-03-17|5069.0|0|351.5|0|6.484641638225256|0|5420.5|0
0|2020-03-18|5069.0|0|351.5|0|6.484641638225256|0|5420.5|0
0|2020-03-19|5069.0|0|351.5|0|6.484641638225256|0|5420.5|0
0|2020-03-20|5069.0|0|351.5|0|6.484641638225256|0|5420.5|0
0|2020-03-21|5069.0|0|351.5|0|6.484641638225256|0|5420.5|0
0|2020-03-22|5069.0|0|351.5|0|6.484641638225256|0|5420.5|0
0|2020-03-23|5069.0|0|351.5|0|6.484641638225256|0|5420.5|0
0|2020-03-24|5069.0|0|351.5|0|6.484641638225256|0|5420.5|0
0|2020-03-25|5069.0|0|351.5|0|6.484641638225256|0|5420.5|0
0|2020-03-26|5069.0|0|351.5|0|6.484641638225256|0|5420.5|0
0|2020-03-27|5069.0|0|351.5|0|6.484641638225256|0|5420.5|0
0|2020-03-28|5069.0|0|351.5|0|6.484641638225256|0|5420.5|0
0|2020-03-29|5069.0|0|351.5|0|6.484641638225256|0|5420.5|0
0|2020-03-30|5069.0|0|351.5|0|6.484641638225256|0|5420.5|0
0|2020-03-31|5069.0|0|351.5|0|6.484641638225256|0|5420.5|0
0|2020-04-01|4512.5|0|937.0|0|17.194238003486557|0|5449.5|0
0|2020-04-02|4512.5|0|937.0|0|17.194238003486557|0|5449.5|0
0|2020-04-03|4512.5|0|937.0|0|17.194238003486557|0|5449.5|0
0|2020-04-04|4512.5|0|937.0|0|17.194238003486557|0|5449.5|0
0|2020-04-05|4512.5|0|937.0|0|17.194238003486557|0|5449.5|0
0|2020-04-06|4512.5|0|937.0|0|17.194238003486557|0|5449.5|0
0|2020-04-07|4512.5|0|937.0|0|17.194238003486557|0|5449.5|0
0|2020-04-08|4512.5|0|937.0|0|17.194238003486557|0|5449.5|0
0|2020-04-09|4512.5|0|937.0|0|17.194238003486557|0|5449.5|0
