|dates|OutofMT_Montana_UnitedStates.BLS_EmployedPopulation.data|OutofMT_Montana_UnitedStates.BLS_EmployedPopulation.missing|OutofMT_Montana_UnitedStates.BLS_UnemployedPopulation.data|OutofMT_Montana_UnitedStates.BLS_UnemployedPopulation.missing|OutofMT_Montana_UnitedStates.BLS_UnemploymentRate.data|OutofMT_Montana_UnitedStates.BLS_UnemploymentRate.missing|OutofMT_Montana_UnitedStates.BLS_LaborForcePopulation.data|OutofMT_Montana_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
