|dates|Yolo_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Yolo_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Yolo_California_UnitedStates.Male_Total_Population.data|Yolo_California_UnitedStates.Male_Total_Population.missing|Yolo_California_UnitedStates.Female_Total_Population.data|Yolo_California_UnitedStates.Female_Total_Population.missing|Yolo_California_UnitedStates.MaleAndFemale_Under18_Population.data|Yolo_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|27535.0|0|106746.0|0|113662.0|0|46233.0|0
