|dates|Chester_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Chester_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Chester_SouthCarolina_UnitedStates.Male_Total_Population.data|Chester_SouthCarolina_UnitedStates.Male_Total_Population.missing|Chester_SouthCarolina_UnitedStates.Female_Total_Population.data|Chester_SouthCarolina_UnitedStates.Female_Total_Population.missing|Chester_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Chester_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6055.0|0|15529.0|0|16722.0|0|7244.0|0
