|dates|BigStone_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|BigStone_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|BigStone_Minnesota_UnitedStates.Male_Total_Population.data|BigStone_Minnesota_UnitedStates.Male_Total_Population.missing|BigStone_Minnesota_UnitedStates.Female_Total_Population.data|BigStone_Minnesota_UnitedStates.Female_Total_Population.missing|BigStone_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|BigStone_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1324.0|0|2475.0|0|2514.0|0|1052.0|0
