|dates|Harlan_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Harlan_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Harlan_Kentucky_UnitedStates.Male_Total_Population.data|Harlan_Kentucky_UnitedStates.Male_Total_Population.missing|Harlan_Kentucky_UnitedStates.Female_Total_Population.data|Harlan_Kentucky_UnitedStates.Female_Total_Population.missing|Harlan_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Harlan_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4945.0|0|12677.0|0|13732.0|0|6055.0|0
