|dates|Covington_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Covington_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Covington_Mississippi_UnitedStates.Male_Total_Population.data|Covington_Mississippi_UnitedStates.Male_Total_Population.missing|Covington_Mississippi_UnitedStates.Female_Total_Population.data|Covington_Mississippi_UnitedStates.Female_Total_Population.missing|Covington_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Covington_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3185.0|0|9184.0|0|9669.0|0|4639.0|0
