|dates|Durham_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Durham_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Durham_NorthCarolina_UnitedStates.Male_Total_Population.data|Durham_NorthCarolina_UnitedStates.Male_Total_Population.missing|Durham_NorthCarolina_UnitedStates.Female_Total_Population.data|Durham_NorthCarolina_UnitedStates.Female_Total_Population.missing|Durham_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Durham_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|41470.0|0|151221.0|0|165518.0|0|65824.0|0
