|dates|SantaCruz_Arizona_UnitedStates.AveragePrecipitationTotal.data|SantaCruz_Arizona_UnitedStates.AveragePrecipitationTotal.missing|SantaCruz_Arizona_UnitedStates.AveragePrecipitation.data|SantaCruz_Arizona_UnitedStates.AveragePrecipitation.missing|SantaCruz_Arizona_UnitedStates.AverageWindDirection.data|SantaCruz_Arizona_UnitedStates.AverageWindDirection.missing|SantaCruz_Arizona_UnitedStates.AverageWindSpeed.data|SantaCruz_Arizona_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0062499999999999995|0|0.0|0|137.91666666666666|0|3.6666666666666665|0
0|2020-01-02|0.0|0|0.0|0|189.16666666666666|0|7.145833333333333|0
0|2020-01-03|0.0|0|0.0|0|91.25|0|3.2916666666666665|0
0|2020-01-04|0.0|0|0.0|0|64.58333333333333|0|2.4166666666666665|0
0|2020-01-05|0.0|0|0.0|0|82.5|0|2.625|0
0|2020-01-06|0.0|0|0.0|0|40.0|0|5.75|0
0|2020-01-07|0.0|0|0.0|0|76.25|0|5.208333333333333|0
0|2020-01-08|0.0|0|0.0|0|83.75|0|4.708333333333333|0
0|2020-01-09|0.0|0|0.0|0|165.0|0|9.625|0
0|2020-01-10|0.0|0|0.0|0|170.625|0|6.416666666666667|0
0|2020-01-11|0.0|0|0.0|0|82.91666666666667|0|2.9583333333333335|0
0|2020-01-12|0.0|0|0.0|0|79.58333333333333|0|3.5|0
0|2020-01-13|0.0|0|0.0|0|128.33333333333334|0|5.041666666666667|0
0|2020-01-14|0.0|0|0.0|0|96.25|0|3.5|0
0|2020-01-15|0.0|0|0.0|0|82.08333333333333|0|3.875|0
0|2020-01-16|0.0|0|0.005833333333333334|0|135.83333333333334|0|5.958333333333333|0
0|2020-01-17|0.005833333333333334|0|0.0|0|100.0|0|3.4583333333333335|0
0|2020-01-18|0.0|0|0.0|0|90.0|0|3.0625|0
0|2020-01-19|0.0|0|0.0|0|55.0|0|2.2916666666666665|0
0|2020-01-20|0.0|0|0.0|0|117.08333333333333|0|6.875|0
0|2020-01-21|0.0|0|0.009270833333333334|0|166.66666666666666|0|4.3194444444444455|0
0|2020-01-22|0.007291666666666666|0|0.0021180555555555558|0|118.95833333333333|0|2.96875|0
0|2020-01-23|8.333333333333333e-05|0|0.0|0|99.25|0|2.408333333333333|0
0|2020-01-24|0.0|0|0.0|0|60.416666666666664|0|2.4166666666666665|0
0|2020-01-25|0.0|0|0.0|0|85.83333333333333|0|2.9166666666666665|0
0|2020-01-26|0.0|0|0.0|0|85.0|0|3.8333333333333335|0
0|2020-01-27|0.0|0|0.0|0|162.70833333333334|0|6.145833333333333|0
0|2020-01-28|0.0|0|0.0|0|62.916666666666664|0|2.25|0
0|2020-01-29|0.0|0|0.0|0|162.08333333333334|0|5.0|0
0|2020-01-30|0.0|0|0.0|0|145.0|0|5.208333333333333|0
0|2020-01-31|0.0|0|0.0|0|106.66666666666667|0|6.75|0
0|2020-02-01|0.0|0|0.0|0|78.75|0|4.166666666666667|0
0|2020-02-02|0.0|0|0.0|0|117.08333333333333|0|5.916666666666667|0
0|2020-02-03|0.0|0|0.0|0|197.77777777777774|0|14.638888888888888|0
0|2020-02-04|0.0|0|0.0|0|207.91666666666666|0|6.375|0
0|2020-02-05|0.0|0|0.0|0|108.75|0|5.333333333333333|0
0|2020-02-06|0.0|0|0.0|0|107.08333333333333|0|3.5|0
0|2020-02-07|0.0|0|0.0|0|131.66666666666666|0|5.0|0
0|2020-02-08|0.0|0|0.0|0|107.91666666666667|0|5.375|0
0|2020-02-09|0.0|0|0.0|0|142.08333333333334|0|14.375|0
0|2020-02-10|0.0|0|0.018679563492063494|0|173.71130952380952|0|10.397817460317462|0
0|2020-02-11|0.0275|0|0.0050347222222222225|0|167.51388888888889|0|5.248611111111111|0
0|2020-02-12|0.0|0|0.0|0|112.2638888888889|0|3.63125|0
0|2020-02-13|0.0|0|0.0|0|85.0|0|3.4166666666666665|0
0|2020-02-14|0.0|0|0.0|0|94.58333333333333|0|3.4583333333333335|0
0|2020-02-15|0.0|0|0.0|0|107.08333333333333|0|2.5416666666666665|0
0|2020-02-16|0.0|0|0.0|0|85.0|0|3.4583333333333335|0
0|2020-02-17|0.0|0|0.0|0|114.16666666666667|0|3.2083333333333335|0
0|2020-02-18|0.0|0|0.0|0|92.08333333333333|0|3.7083333333333335|0
0|2020-02-19|0.0|0|0.0|0|104.58333333333333|0|3.875|0
0|2020-02-20|0.0|0|0.0|0|55.416666666666664|0|2.25|0
0|2020-02-21|0.0|0|0.0|0|45.0|0|5.0|0
0|2020-02-22|0.0016666666666666668|0|0.005625000000000001|0|129.23611111111111|0|6.715277777777779|0
0|2020-02-23|0.005416666666666667|0|0.0|0|115.20833333333333|0|4.458333333333333|0
0|2020-02-24|0.0|0|0.0|0|132.08333333333334|0|5.708333333333333|0
0|2020-02-25|0.0|0|0.0|0|147.5|0|9.208333333333334|0
0|2020-02-26|0.0|0|0.0|0|51.041666666666664|0|10.541666666666666|0
0|2020-02-27|0.0|0|0.0|0|52.916666666666664|0|6.791666666666667|0
0|2020-02-28|0.0|0|0.0|0|93.33333333333333|0|5.666666666666667|0
0|2020-02-29|0.0|0|0.0|0|116.66666666666667|0|5.875|0
