|dates|Manistee_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Manistee_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Manistee_Michigan_UnitedStates.Male_Total_Population.data|Manistee_Michigan_UnitedStates.Male_Total_Population.missing|Manistee_Michigan_UnitedStates.Female_Total_Population.data|Manistee_Michigan_UnitedStates.Female_Total_Population.missing|Manistee_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Manistee_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6318.0|0|12682.0|0|11846.0|0|4264.0|0
