|dates|Logan_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Logan_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Logan_Kentucky_UnitedStates.Male_Total_Population.data|Logan_Kentucky_UnitedStates.Male_Total_Population.missing|Logan_Kentucky_UnitedStates.Female_Total_Population.data|Logan_Kentucky_UnitedStates.Female_Total_Population.missing|Logan_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Logan_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5024.0|0|13311.0|0|13678.0|0|6305.0|0
