|dates|Eddy_NewMexico_UnitedStates.BLS_EmployedPopulation.data|Eddy_NewMexico_UnitedStates.BLS_EmployedPopulation.missing|Eddy_NewMexico_UnitedStates.BLS_UnemployedPopulation.data|Eddy_NewMexico_UnitedStates.BLS_UnemployedPopulation.missing|Eddy_NewMexico_UnitedStates.BLS_UnemploymentRate.data|Eddy_NewMexico_UnitedStates.BLS_UnemploymentRate.missing|Eddy_NewMexico_UnitedStates.BLS_LaborForcePopulation.data|Eddy_NewMexico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|34857.0|0|1127.5|0|3.133293501368645|0|35984.5|0
0|2020-01-02|34857.0|0|1127.5|0|3.133293501368645|0|35984.5|0
0|2020-01-03|34857.0|0|1127.5|0|3.133293501368645|0|35984.5|0
0|2020-01-04|34857.0|0|1127.5|0|3.133293501368645|0|35984.5|0
0|2020-01-05|34857.0|0|1127.5|0|3.133293501368645|0|35984.5|0
0|2020-01-06|34857.0|0|1127.5|0|3.133293501368645|0|35984.5|0
0|2020-01-07|34857.0|0|1127.5|0|3.133293501368645|0|35984.5|0
0|2020-01-08|34857.0|0|1127.5|0|3.133293501368645|0|35984.5|0
0|2020-01-09|34857.0|0|1127.5|0|3.133293501368645|0|35984.5|0
0|2020-01-10|34857.0|0|1127.5|0|3.133293501368645|0|35984.5|0
0|2020-01-11|34857.0|0|1127.5|0|3.133293501368645|0|35984.5|0
0|2020-01-12|34857.0|0|1127.5|0|3.133293501368645|0|35984.5|0
0|2020-01-13|34857.0|0|1127.5|0|3.133293501368645|0|35984.5|0
0|2020-01-14|34857.0|0|1127.5|0|3.133293501368645|0|35984.5|0
0|2020-01-15|34857.0|0|1127.5|0|3.133293501368645|0|35984.5|0
0|2020-01-16|34857.0|0|1127.5|0|3.133293501368645|0|35984.5|0
0|2020-01-17|34857.0|0|1127.5|0|3.133293501368645|0|35984.5|0
0|2020-01-18|34857.0|0|1127.5|0|3.133293501368645|0|35984.5|0
0|2020-01-19|34857.0|0|1127.5|0|3.133293501368645|0|35984.5|0
0|2020-01-20|34857.0|0|1127.5|0|3.133293501368645|0|35984.5|0
0|2020-01-21|34857.0|0|1127.5|0|3.133293501368645|0|35984.5|0
0|2020-01-22|34857.0|0|1127.5|0|3.133293501368645|0|35984.5|0
0|2020-01-23|34857.0|0|1127.5|0|3.133293501368645|0|35984.5|0
0|2020-01-24|34857.0|0|1127.5|0|3.133293501368645|0|35984.5|0
0|2020-01-25|34857.0|0|1127.5|0|3.133293501368645|0|35984.5|0
0|2020-01-26|34857.0|0|1127.5|0|3.133293501368645|0|35984.5|0
0|2020-01-27|34857.0|0|1127.5|0|3.133293501368645|0|35984.5|0
0|2020-01-28|34857.0|0|1127.5|0|3.133293501368645|0|35984.5|0
0|2020-01-29|34857.0|0|1127.5|0|3.133293501368645|0|35984.5|0
0|2020-01-30|34857.0|0|1127.5|0|3.133293501368645|0|35984.5|0
0|2020-01-31|34857.0|0|1127.5|0|3.133293501368645|0|35984.5|0
0|2020-02-01|34953.0|0|1147.0|0|3.177285318559557|0|36100.0|0
0|2020-02-02|34953.0|0|1147.0|0|3.177285318559557|0|36100.0|0
0|2020-02-03|34953.0|0|1147.0|0|3.177285318559557|0|36100.0|0
0|2020-02-04|34953.0|0|1147.0|0|3.177285318559557|0|36100.0|0
0|2020-02-05|34953.0|0|1147.0|0|3.177285318559557|0|36100.0|0
0|2020-02-06|34953.0|0|1147.0|0|3.177285318559557|0|36100.0|0
0|2020-02-07|34953.0|0|1147.0|0|3.177285318559557|0|36100.0|0
0|2020-02-08|34953.0|0|1147.0|0|3.177285318559557|0|36100.0|0
0|2020-02-09|34953.0|0|1147.0|0|3.177285318559557|0|36100.0|0
0|2020-02-10|34953.0|0|1147.0|0|3.177285318559557|0|36100.0|0
0|2020-02-11|34953.0|0|1147.0|0|3.177285318559557|0|36100.0|0
0|2020-02-12|34953.0|0|1147.0|0|3.177285318559557|0|36100.0|0
0|2020-02-13|34953.0|0|1147.0|0|3.177285318559557|0|36100.0|0
0|2020-02-14|34953.0|0|1147.0|0|3.177285318559557|0|36100.0|0
0|2020-02-15|34953.0|0|1147.0|0|3.177285318559557|0|36100.0|0
0|2020-02-16|34953.0|0|1147.0|0|3.177285318559557|0|36100.0|0
0|2020-02-17|34953.0|0|1147.0|0|3.177285318559557|0|36100.0|0
0|2020-02-18|34953.0|0|1147.0|0|3.177285318559557|0|36100.0|0
0|2020-02-19|34953.0|0|1147.0|0|3.177285318559557|0|36100.0|0
0|2020-02-20|34953.0|0|1147.0|0|3.177285318559557|0|36100.0|0
0|2020-02-21|34953.0|0|1147.0|0|3.177285318559557|0|36100.0|0
0|2020-02-22|34953.0|0|1147.0|0|3.177285318559557|0|36100.0|0
0|2020-02-23|34953.0|0|1147.0|0|3.177285318559557|0|36100.0|0
0|2020-02-24|34953.0|0|1147.0|0|3.177285318559557|0|36100.0|0
0|2020-02-25|34953.0|0|1147.0|0|3.177285318559557|0|36100.0|0
0|2020-02-26|34953.0|0|1147.0|0|3.177285318559557|0|36100.0|0
0|2020-02-27|34953.0|0|1147.0|0|3.177285318559557|0|36100.0|0
0|2020-02-28|34953.0|0|1147.0|0|3.177285318559557|0|36100.0|0
0|2020-02-29|34953.0|0|1147.0|0|3.177285318559557|0|36100.0|0
0|2020-03-01|34510.0|0|1335.0|0|3.724368810154833|0|35845.0|0
0|2020-03-02|34510.0|0|1335.0|0|3.724368810154833|0|35845.0|0
0|2020-03-03|34510.0|0|1335.0|0|3.724368810154833|0|35845.0|0
0|2020-03-04|34510.0|0|1335.0|0|3.724368810154833|0|35845.0|0
0|2020-03-05|34510.0|0|1335.0|0|3.724368810154833|0|35845.0|0
0|2020-03-06|34510.0|0|1335.0|0|3.724368810154833|0|35845.0|0
0|2020-03-07|34510.0|0|1335.0|0|3.724368810154833|0|35845.0|0
0|2020-03-08|34510.0|0|1335.0|0|3.724368810154833|0|35845.0|0
0|2020-03-09|34510.0|0|1335.0|0|3.724368810154833|0|35845.0|0
0|2020-03-10|34510.0|0|1335.0|0|3.724368810154833|0|35845.0|0
0|2020-03-11|34510.0|0|1335.0|0|3.724368810154833|0|35845.0|0
0|2020-03-12|34510.0|0|1335.0|0|3.724368810154833|0|35845.0|0
0|2020-03-13|34510.0|0|1335.0|0|3.724368810154833|0|35845.0|0
