|dates|Johnson_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Johnson_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Johnson_Texas_UnitedStates.Male_Total_Population.data|Johnson_Texas_UnitedStates.Male_Total_Population.missing|Johnson_Texas_UnitedStates.Female_Total_Population.data|Johnson_Texas_UnitedStates.Female_Total_Population.missing|Johnson_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Johnson_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|24219.0|0|85449.0|0|85912.0|0|44541.0|0
