|dates|Traill_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Traill_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Traill_NorthDakota_UnitedStates.Male_Total_Population.data|Traill_NorthDakota_UnitedStates.Male_Total_Population.missing|Traill_NorthDakota_UnitedStates.Female_Total_Population.data|Traill_NorthDakota_UnitedStates.Female_Total_Population.missing|Traill_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Traill_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1575.0|0|4079.0|0|3958.0|0|1836.0|0
