|dates|Stoddard_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Stoddard_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Stoddard_Missouri_UnitedStates.Male_Total_Population.data|Stoddard_Missouri_UnitedStates.Male_Total_Population.missing|Stoddard_Missouri_UnitedStates.Female_Total_Population.data|Stoddard_Missouri_UnitedStates.Female_Total_Population.missing|Stoddard_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Stoddard_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5847.0|0|14415.0|0|14791.0|0|6351.0|0
