|dates|VanBuren_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|VanBuren_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|VanBuren_Michigan_UnitedStates.Male_Total_Population.data|VanBuren_Michigan_UnitedStates.Male_Total_Population.missing|VanBuren_Michigan_UnitedStates.Female_Total_Population.data|VanBuren_Michigan_UnitedStates.Female_Total_Population.missing|VanBuren_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|VanBuren_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|13667.0|0|37451.0|0|37997.0|0|17518.0|0
