|dates|Riley_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Riley_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Riley_Kansas_UnitedStates.Male_Total_Population.data|Riley_Kansas_UnitedStates.Male_Total_Population.missing|Riley_Kansas_UnitedStates.Female_Total_Population.data|Riley_Kansas_UnitedStates.Female_Total_Population.missing|Riley_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Riley_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7009.0|0|38675.0|0|35028.0|0|12281.0|0
